timestamp,e_v_x,e_v_y,e_v_a,e_alpha
442.664,[ 0.72017077  0.64589611 -2.49982898],[ 0.82778135  0.75350669 -2.3922184 ],[5.66867598 5.59440133 2.44867624],[3.59833412]
442.717,[ 0.71692329  0.64264863 -2.50307646],[ 0.82805209  0.75377743 -2.39194766],[5.65395384 5.57967918 2.43395409],[3.59863677]
442.767,[ 0.71312942  0.63885476 -2.50687033],[ 0.82895517  0.75468051 -2.39104457],[5.64129618 5.56702153 2.42129644],[3.60499019]
442.816,[ 0.70646042  0.63218576 -2.51353933],[ 0.83033446  0.75605981 -2.38966528],[5.62661682 5.55234216 2.40661707],[3.61738507]
442.861,[ 0.70286574  0.62859108 -2.51713401],[ 0.83202119  0.75774653 -2.38797856],[5.61429129 5.54001664 2.39429155],[3.62281262]
442.915,[ 0.69777614  0.62350149 -2.5222236 ],[ 0.83379501  0.75952035 -2.38620474],[5.60121688 5.52694222 2.38121713],[3.64391078]
442.961,[ 0.69530005  0.6210254  -2.52469969],[ 0.83374301  0.75946835 -2.38625674],[5.58767447 5.51339981 2.36767472],[3.64891816]
443.014,[ 0.69309173  0.61881707 -2.52690802],[ 0.83580377  0.76152911 -2.38419598],[5.58450914 5.51023448 2.3645094 ],[3.66097175]
443.066,[ 0.68874848  0.61447382 -2.53125127],[ 0.83694731  0.76267265 -2.38305244],[5.56961    5.49533534 2.34961025],[3.67286014]
443.118,[ 0.68443974  0.61016508 -2.53556001],[ 0.83929655  0.76502189 -2.38070319],[5.56130561 5.48703095 2.34130586],[3.68759139]
443.166,[ 0.68066704  0.60639238 -2.53933271],[ 0.83825068  0.76397602 -2.38174907],[5.5480005  5.47372584 2.32800075],[3.70068074]
443.216,[ 0.67681316  0.6025385  -2.54318659],[ 0.83810869  0.76383403 -2.38189105],[5.54395906 5.4696844  2.32395932],[3.71815269]
443.261,[ 0.67553112  0.60125646 -2.54446862],[ 0.83621269  0.76193803 -2.38378706],[5.54196534 5.46769068 2.32196559],[3.71764749]
443.315,[ 0.67342902  0.59915436 -2.54657073],[ 0.83693172  0.76265706 -2.38306802],[5.53601001 5.46173535 2.31601026],[3.7219052]
443.358,[ 0.66990029  0.59562563 -2.55009946],[ 0.83591845  0.76164379 -2.3840813 ],[5.52855798 5.45428332 2.30855823],[3.71937366]
443.417,[ 0.66793557  0.59366092 -2.55206417],[ 0.8357827   0.76150804 -2.38421704],[5.52288878 5.44861412 2.30288903],[3.72266595]
443.463,[ 0.66284668  0.58857202 -2.55715306],[ 0.83662868  0.76235402 -2.38337107],[5.52509644 5.45082178 2.30509669],[3.72549588]
443.516,[ 0.65829201  0.58401735 -2.56170774],[ 0.83628422  0.76200956 -2.38371553],[5.51985497 5.44558032 2.29985523],[3.73615107]
443.564,[ 0.65287614  0.57860148 -2.56712361],[ 0.83614862  0.76187396 -2.38385113],[5.51450212 5.44022746 2.29450237],[3.73798936]
443.612,[ 0.64835607  0.57408141 -2.57164368],[ 0.83621441  0.76193975 -2.38378534],[5.51009537 5.43582071 2.29009562],[3.74218145]
443.66,[ 0.64367281  0.56939815 -2.57632693],[ 0.83610977  0.76183511 -2.38388998],[5.49948088 5.42520622 2.27948113],[3.7491478]
443.712,[ 0.63984759  0.56557294 -2.58015215],[ 0.83586615  0.76159149 -2.3841336 ],[5.49577645 5.4215018  2.27577671],[3.75253321]
443.764,[ 0.63516429  0.56088963 -2.58483546],[ 0.8339053   0.75963064 -2.38609445],[5.49054654 5.41627188 2.27054679],[3.74811284]
443.813,[ 0.62934982  0.55507516 -2.59064993],[ 0.83206382  0.75778916 -2.38793593],[5.4868866  5.41261194 2.26688685],[3.74224023]
443.867,[ 0.61963636  0.5453617  -2.60036338],[ 0.82499321  0.75071855 -2.39500654],[5.47830761 5.40403295 2.25830786],[3.74043278]
443.916,[ 0.61324789  0.53897323 -2.60675186],[ 0.82525863  0.75098397 -2.39474111],[5.47766067 5.40338602 2.25766093],[3.74212207]
443.963,[ 0.61205916  0.5377845  -2.60794059],[ 0.83116956  0.7568949  -2.38883019],[5.47901996 5.4047453  2.25902021],[3.75289972]
444.011,[ 0.60826826  0.53399361 -2.61173148],[ 0.82808774  0.75381309 -2.391912  ],[5.47638386 5.4021092  2.25638412],[3.74815239]
444.064,[ 0.60591561  0.53164095 -2.61408414],[ 0.82856794  0.75429328 -2.39143181],[5.47592562 5.40165096 2.25592587],[3.74325828]
444.112,[ 0.60194052  0.52766587 -2.61805922],[ 0.82618462  0.75190996 -2.39381513],[5.46923531 5.39496065 2.24923556],[3.73887685]
444.161,[ 0.59921919  0.52494453 -2.62078056],[ 0.82426065  0.74998599 -2.3957391 ],[5.46598668 5.39171202 2.24598694],[3.72811018]
444.212,[ 0.5972805   0.52300584 -2.62271925],[ 0.82268581  0.74841115 -2.39731394],[5.47164359 5.39736894 2.25164385],[3.71938525]
444.264,[ 0.59430179  0.52002713 -2.62569796],[ 0.82434279  0.75006813 -2.39565696],[5.4712245  5.39694984 2.25122475],[3.72713362]
444.318,[ 0.58942776  0.5151531  -2.63057199],[ 0.81993429  0.74565963 -2.40006546],[5.46063279 5.38635813 2.24063304],[3.7205762]
444.366,[ 0.58846993  0.51419527 -2.63152981],[ 0.82352212  0.74924746 -2.39647763],[5.45828057 5.38400591 2.23828083],[3.73908927]
444.416,[ 0.58598784  0.51171318 -2.63401191],[ 0.82359929  0.74932464 -2.39640045],[5.45565133 5.38137668 2.23565159],[3.75535822]
444.467,[ 0.58416772  0.50989306 -2.63583203],[ 0.82598801  0.75171336 -2.39401173],[5.45612309 5.38184843 2.23612334],[3.77892971]
444.517,[ 0.57562566  0.50135101 -2.64437408],[ 0.81583464  0.74155998 -2.40416511],[5.45283683 5.37856217 2.23283708],[3.79169583]
